call_id,file_name,language,transcript,detected_lang,duration_sec,process_time
CALL-1010,call_19.mp3,english,"Outcome, Negative Sales Rep, Hi Craig, this is Julia from Content Hub. I noticed you downloaded our digital asset management white paper and wanted to see if your creative team was looking for a better way to organize files. Customer, Hi Julia. Yes, we were looking around, but honestly, our current setup with Google Drive is working perfectly fine for us right now. Sales Rep, Google Drive is great for basic storage, but many creative teams switch to Content Hub because we offer automated asset tagging and direct integration with Adobe apps, which saves hours of searching. Customer, I understand, but our team is tiny, there are only three of us. We have a highly organized folder structure, so we never really lose track of our files anyway. Sales Rep, that makes sense for a smaller team. If you plan on scaling your content production next year, having an enterprise grade asset manager early on can prevent a lot of headaches down the road. Customer, we don't have any expansion plans for the foreseeable future. Google Drive costs us almost nothing, and a migration sounds like an unnecessary chore for a problem we don't have. Sales Rep, I completely respect that, Craig. If things are running smoothly, there's no need to disrupt your workflow. I appreciate you taking the time to chat. Customer, thanks for being understanding, Julia. Have a good day. Sales Rep, you too, Craig. Take care.",en,0,6.7
CALL-1011,call_2.mp3,english,"Outcome, negative sales rep. Hello David, this is Amanda from SecureSign. I noticed your team has been expanding its HR department and I wanted to see how you are currently handling offer letters and contract signing. Customer, Hi Amanda. We actually use SignEasy right now and it's fully integrated into our HR system. It's working perfectly fine for us. Sales rep, SignEasy is a solid tool. Many of our current clients used them previously but switched to SecureSign because we offer unlimited templates and automated SMS reminders which speeds up completion rates by about 40%. Customer, honestly, our completion rate is already over 90% and our contract with them doesn't expire for another 9 months. We don't really have any incentive to move. Sales rep, I completely understand. If you could get the same functionality plus automated compliance tracking for 20% less than your current rate would that be worth a look for your next cycle? Customer, not right now. Any change requires IT approval and retraining for 50 recruiters which is a massive headache. We're happy with what we have. Sales rep, fair enough. I appreciate your honesty, David. Would it be okay if I checked back in with you closer to your renewal date next year? Customer, sure, you can send me an email next spring but I can't promise anything will change. Sales rep, no problem at all. I'll send over a quick resource via email for your records. Have a good week. Customer, thanks, Amanda. Bye.",en,0,8.5
CALL-1012,call_20.mp3,english,"Outcome, positive sales rep, Hi Natalie, this is Ryan from SurveyPulse. I saw you signed up for a trial account this morning and wanted to welcome you to the platform. Customer, oh, hi Ryan. Thanks for reaching out. I was actually just playing around with the survey builder. The logic jumping features are incredibly smooth. Sales rep, I'm glad you like the interface. We tried to make complex survey logic as visual and simple as possible. What kind of project are you launching? Customer, we are doing a massive quarterly feedback push for our user base next month. My only concern is the participant pricing tier. The jump from 5,000 to 10,000 responses is a bit steep for our budget. Sales rep, ah, I see what you mean. If you're right on the edge of that tier, we can actually create a custom middle plan for 7,500 responses that bridges that price gap perfectly for your project. Customer, oh, I didn't know you did custom response caps. That would actually fit our budget perfectly. Sales rep, we absolutely do. If we lock in that 7,500 response tier today, I can have our success team help you format your user list so it's ready to launch smoothly. Customer, wow, that's great service. Yes, let's do that. Can you send over the custom plan upgrade link? Sales rep, I'll generate that custom billing link in email at over right now. Welcome to Survey Pulse, Natalie. Customer, thanks, Ryan. Excited to get this survey launched.",en,0,9.2
CALL-1013,call_3.mp3,english,"Outcome, Neutral Sales Rep, Hi Elena, John here from Cloud Inventory. I saw that you downloaded our retail inventory guide last week. Are you experiencing some challenges with stock tracking at your warehouses? Customer, Hi John. Yes, we are opening two new locations, and our current spreadsheets just aren't cutting it anymore. We keep running into stock outs. Sales Rep, spreadsheets get overwhelming very fast when you scale. Cloud Inventory gives you real-time counts across all locations and sinks automatically with your point of sale system. Customer, I looked at your pricing page earlier, though. Your mid-tier plan is $450 a month per location. That seems extremely high for an inventory app. Sales Rep, I hear you, the upfront cost can look significant. But when you factor in the cost of lost sales from stock outs and the hours spent manually updating spreadsheets, most stores save over $1,200 a month. Customer, that might be true, but as a growing retail business, our cash flow is tight right now. $900 a month for two new locations is a tough pill to swallow. Sales Rep, what if we looked at a quarterly billing cycle instead of annual, or started you on our core plan at $250 a month to get your feet wet? Customer, the core plan might work, but I need to sit down and map out our exact budget for next month first. Sales Rep, that makes total sense. How about I check back in with you next Tuesday to see where you stand on those numbers? Customer, yes, let's do next Tuesday. Send me an email morning of to confirm. Sales Rep, we'll do Alayna. Speak next week. Customer, sounds good, thanks John.",en,0,8.8
CALL-1014,call_4.mp3,english,"Outcome, Positive Sales Rep, Hi Robert, this is Rachel from HR Cloud. I'm following up on the trial account you created last week. How are you finding the platform so far? Customer, Hi Rachel. The interface looks beautiful, and it seems to have everything we need for shift scheduling and time tracking. Sales Rep, that's great to hear. Was there anything specific you were hoping to test out during the trial that you haven't gotten to yet? Customer, my main worry is the actual rollout. We have about 80 employees, and half of them are out in the field and aren't very tech savvy. I'm terrified they won't adopt it and will waste our money. Sales Rep, that is a completely valid fear. To make sure that doesn't happen, we assign a dedicated implementation manager to your account. They run live training webinars for your staff and provide short video guides they can watch on their phones. Customer, okay, that alleviates some stress. Is there an extra fee for that onboarding support? Sales Rep, it's completely included in our annual team plan. We handle the heavy lifting of importing your employee data too, so you don't have to manually type anything. Customer, wow, that takes a lot off my plate. If you can handle the data migration, I'm a lot more comfortable moving forward. Sales Rep, absolutely, we do it all the time. Why don't we schedule a 15-minute call with our onboarding specialist to map out a timeline for your team? Customer, yes, let's do that. Can we do Wednesday morning? Sales Rep, Wednesday at 10 am works perfectly. I'll send over the meeting link right now. Customer, great, see you then.",en,0,10.1
CALL-1015,call_5.mp3,english,"Outcome, negative sales rep, hi Marcus, this is Kevin from Lead Genius. We spoke a couple of weeks ago about your goals for increasing outbound pipeline for your sales team. Customer, oh, hey Kevin. Yes, I remember. Thanks for calling. Sales rep, great. I put together a custom package based on your target market that would give your reps 500 verified leads per month. I wanted to see if you were ready to kick this off. Customer, to be honest with you, Kevin, our corporate office just announced a company wide freeze on all new software spending for the rest of the quarter. Sales rep, wow, I'm sorry to hear that. Is that across all departments, or is there any flexibility for tools that directly drive revenue? Customer, it's a hard freeze across the board. Even if I wanted this tool, and my team definitely needs it, I literally cannot get a corporate credit card approved right now. Sales rep, understood. Budgets can be unpredictable. Since the quarter ends in six weeks, does it make sense for us to reconnect early next quarter? Customer, honestly, looking at the forecasts, I think this freeze will likely extend into the next half of the year. It's better if we don't waste your time right now. Sales rep, I appreciate you being upfront about that, Marcus. I'll take a step back and let things settle on your end. I'll keep an eye on your company's updates. Customer, thanks for understanding, Kevin. Best of luck.",en,0,7.4
CALL-1016,call_6.mp3,english,"Outcome, positive sales rep, hi Jessica, this is Tom from Chatbot Pro. I saw your team is handling a huge volume of customer support tickets on your website and wanted to show you how our AI bot can automate half of those. Customer, hi Tom. We actually looked at your tool last month, but we had to pass because your platform didn't support WhatsApp integration. Most of our international customers reach out through there. Sales rep, I have some great news on that front. We actually launched our native WhatsApp business integration just last week. It allows the bot to handle WhatsApp chat seamlessly alongside your website widget. Customer, oh really? That's interesting. Can the bot route the conversation to a live agent via WhatsApp if it gets stuck? Sales rep, yes, exactly. If the AI can't answer a query, it flags a human agent who can jump right into the chat thread from our unified inbox. Customer, okay, that changes things. That was our single biggest blocker. Sales rep, I'd love to show you a quick demo of the live WhatsApp flow. Do you have 15 minutes tomorrow afternoon? Customer, let me check my calendar. Yeah, I can do 3.30pm tomorrow. Sales rep, perfect. I will send over a Zoom link right away. Looking forward to chatting tomorrow. Customer, sounds good, see you tomorrow.",en,0,8.2
CALL-1017,call_7.mp3,english,"Outcome, Neutral Sales Rep, Hi Brian, this is Sophia from FinTrack. I sent over the contract proposal for our expense management platform on Friday and wanted to see if you had a chance to review it. Customer, Hi Sophia. Yes, I received it. I skimmed through the terms, but honestly, I haven't had a single free hour to sit down and read it carefully with my legal team. It's been chaotic here. Sales Rep, I completely understand, end of month is always crazy for finance teams. Is there any particular section you or your legal team have questions about that I can clarify right now? Customer, no, it's nothing specific. We just have an internal policy that all multi-year software agreements must be thoroughly vetted by legal, and they have a two-week backlog right now. Sales Rep, that makes sense. We want to make sure your legal team is 100% comfortable. To keep things moving, would it help if I sent over our standard data privacy writer that usually answers most legal questions up front? Customer, yeah, that actually might speed things up for them. Send that over. Sales Rep, done. I will send that immediately. Should I follow up with you in about two weeks once they've had a chance to breathe? Customer, yes, give it two weeks. If they finish early, I'll let you know. Sales Rep, perfect. Thanks for your time, Brian. Talk soon. Customer, thanks, Sophia. Bye.",en,0,9.7
CALL-1018,call_8.mp3,english,"Outcome, Neutral Sales Rep. Hello David, this is Lisa from EDU Learn. We did a demo of our employee training platform last week, and I wanted to see what your thoughts were after sleeping on it. Customer, Hi Lisa. I still think the platform is fantastic. The micro learning modules are exactly what our team needs to complete their annual compliance training. Sales Rep, Awesome. I know you mentioned your VP of operations needs to give the final sign off. Have you had a chance to present the business case to them yet? Customer, I sent in the pitch deck you gave me, but he replied saying he wants to understand the ROI better before he signs the purchase order. He's very data driven. Sales Rep, That's standard for VPs. I actually have a one page ROI calculator spreadsheet that uses your team's size to estimate the hours and compliance fines saved. Would that help? Customer, Yes, Absolutely. If I can show him hard numbers, it's going to make my life a lot easier. Sales Rep, I'll email that to you right now. Would it be beneficial if I joined a brief 10 minute call with you and your VP to walk him through the numbers directly? Customer, let me show him the spreadsheet first. If he has tough questions, I'll pull you in for a quick call next week. Sales Rep, Sounds like a solid plan. I'll send the email now and follow up with you on Monday. Customer, Perfect. Thanks Lisa.",en,0,8.7
CALL-1019,call_9.mp3,english,"Outcome, positive sales rep, hi Karen, this is James from ReviewPulse. I noticed you've been collecting a lot of great customer feedback manually, and I wanted to see if you're ready to automate your review collection with us? Customer, hi James. We love the tool, but your annual plan requires upfront payment, and our current cash flow doesn't allow us to drop $2,400 all at once right now. Sales rep, I completely understand. Upfront annual costs can be a barrier for growing brands. We do offer a monthly payment option, though it doesn't include the 15% annual discount. Customer, how much would the monthly option come out to? Sales rep, it breaks down to $230 per month, build monthly, and you can cancel anytime you need to. Customer, $230 a month is definitely a number I can fit into our operating budget without needing special approval. Sales rep, perfect. If we set you up on the monthly plan today, you can start automatically collecting reviews from this week's customers by tonight. Customer, let's do it. Can you send over the link to input our credit card details for the monthly plan? Sales rep, sending it over via email right now. Let me know if you hit any snags while setting it up. Customer, got it, opening the link now. Thanks, James. Sales rep, you're welcome, Karen. Welcome to ReviewPulse.",en,0,9.2
CALL-1020,call_1.mp3,hindi,"अख़ उगड़ तरदी बच्छटवार लेंप थुज्ट्टिएश. समवाद डयालोग लेंठ थुज्टिएश. सिल्स पर्सं अमित व्यापार प्लस् ग्राहक राजेश शर्मा किराना स्टोर. बाज्चीत आमित नमस्कार क्या मेरी बाज्च्टषर्मा किराना स्टोर के मालिक राजेश जी से हो रही है? राजेश खाए मैं राजेश बोर रहा हूं. बताये क्या काम है? आमित राजेश जी मैं व्यापार प्लस् से बाथ कर रहा हूं. हमारी कमपनी कुदरा दुकानो के लिये धिजिटल भिलिंग और इनवेंटरी सुफ्ट्ट्वार बनाती है, जिस से आपका हिसाप किताब आसान हो जाएगा. राजेश भाई साहब, हमारे पास इतना समय नहीं है. और सच बताओ तो अभी हमें इसकी कोई जरूरत भी महसुस नहीं हो रही है. अमित मैं आपकी बाथ समच्छ सकता हूं राजेश जी. लेकिन इस सुफ्ट्वेर से आपका रोस का देड गन्ता बचेगा जो स्टोक मिलाने मी जाता है. आप बस पाच मिनद्का समय दें. राजेश देखिये बाथ समय की नहीं है. अभी दुकान का बजट बहुत तन चल रहा है. इस महीने हम कोई नया करच नहीं उठासकते. अमित सर यह करच नहीं बलकी निवेष है. हम आप को पहले पंडरा दिन का मुझ्त्र तरायल दे रहे है. अगर पसंद ना आए, तो आप पैसे मत दीजीएगा. राजेश अच्छा. पंडरा दिन के लिए सच में कोई पैसा नहीं कटेगा. कोई चिपा हुए चारच तो नहीं है न. अमित बilkul नहीं सर कोई हिडन चारच नहीं है. कल सुबहा हमारे एक जी कुटिव आप की दुकान पर आखर सबसेट कर देंगे. क्या सुबहा जारा बजे का समझ थीक रहेगा? राजेश थीक है, कल सुबहा जारा बजे बहेज दीजीए. देख लेते है कि यह हमारे काम आता है यह नहीं. दन्यवाद अबजेक्षन बजेट इश्व, बजजट की समस्या संटिमेंट अज़ितिव सकारात्मक रिस्क लेवल ख्लो ख्लो कम",hi,0,43.5
CALL-1021,call_10.mp3,hindi,"Abg. JA Try precisely three spells utilized to interpret this. अ क्या मैरि Bath Logistics owner विनothers cisai ho rahi hai room is composed by विनोद हा विनोद बोल रहा हूं क्या बात है भाई गवरव विनोद सर आपके पास जो भीश्ट्रक हैं उनके लिए हमारे पास एदवास जीपिएस और फ्यूल ट्राकिंग सिस्तम है इस से दीजल की चोरी रुकेगी और ट्रकों की लाइव लोकेशन मिलेगी विनोद गवरव जीए शिस्तम तो काम का लगरहा है हमारे यहा सच्छ्मुच दीजल चोरी की समस्या है लेकिन मैं इस पर अकेले फ्यसला नहीं ले सकता मेरे पार्टनर और बड़े बाई इस कमपनी के मुख्षे फ्यस ले देहें गवरव यह तो बहुत अच्छी बाई श़ क्या अच्छा हो सकता है कि कल यह पर सों जब आपके बड़े ब़ाई भी अफिस में हो तब मैं आखर आप डोनो को एक लाइव देमो देमो दिखादू। मुष्किल से पन्दरा मिनट लगेंगे विनोद, हा यह हह भिलकल सही रहेगा वे शनीवार को अफिस में ही रहते है आप शनीवार डोपहर एक बजे आजाए हम दोनो मिलकर इस पर बाथ करेंगे और फाईनल करेंगे गवरव बहुत-बहुत दन्यवाद सर मैं शनिवार दोपहर एक बजे आपके अपस पहुष जाँँगा. मैं आपको मीटिंका इनवितेशन भी बहेज देता हो. विनोद खीक है गोरवजी शनिवार को मिलते है! नमसकार गोरव जी नमसकार सर धन्यवाद अबजेक्षन नीध अप्रुवल फ्रुम मैंज्मेंट बटा पार्टनर, पार्टनर बटा सीन्यर मैंज्मेंट की मन्जुरी. संटिमेंट पोजटिव सकारात्मक रिस्क लेवल ख्लो कम",hi,0,69.5
CALL-1022,call_11.mp3,hindi,"समवाद 11, कोल 11, उदास, समाली, कलाउड, किचन, फरेंचाइजी, कलाउड, किचन, फरेंचाइज. लेंध 10, एक श्चेंज. भिक्री प्रतिनदी, आखाश नमस्ते सर, मैं बरगर नेशन फूर्च से आखाश बात कर रहा हूँ. क्या मेरी बात विकास जी से हो रही है? समभावित ग्राहक विकास हा, मैं विकास बोल रहा हूँ. कही ए आखाश जी क्या काम है? भिक्री प्रतिनदी, आखाश सर, आप ने हमारी वेपसाइट पर कलाउड किचन फ्रेंचाइजी के लिए अगाईगी थी. हमारे मोडल में बहुत कम इनवेस्विन्त में आप महीने का एक लाग तक कमा सकते है. समभावित ग्राहक विकास हा, मैंने विध्यापन देखा था. पर भाई साहब अभी मेरे पास नया काम शुरू करने के लिए फ्वंस की थोडी कमी है. मेरा बजजट अभी इसकी इजाजत नहीं दे रहा. बिक्री प्रतिनदि आखाश विकास जी मैं आप की बाथ समझ सकता हूँ. इसिलिये हमारी कमपनी ने एक नया लाइट मोडल निकाला है, जिस में शुरूवाती फीस आदी कर दी गये है, और बाकी आप काम शुरू होने के बाथ दे सकते हैं. समवावित ग्राहक विकास अच्छा. आजा भी कोई प्लान है क्या? अप यह यह यह यह तो वीगी पर लिस्तिंग सब हमारी तीन करेगी? आप को बस जगग़ देखनी है. समवावित ग्राहक विकास यह तो काफी सही लग रहा है. आप मुझे यह यह लाइट मोडल का पुरा दितेल वाट से पर बहेज दीजीए. समवावित ग्राहक विकास यह तो काफी सही लग रहा है. आप मुझे यह यह लाइट मोडल का पुरा दितेल वाट से पर बहेज दीजीए. मैं शाम को देखकर आप को बताता हूँ. बिकरी प्रतिनदी आखाश भिल्कुल सर मैं अभी पीटीएफ शेएर कर देता हूँ. कल दोपहर को मैं आप को फालोटवप के लिए क्योंगा. समवावित ग्राहक विकास थीख है कल बाट करते है. तांक्यु. अंत विवरन, अबजेक्ष्छन बजजेट इश्यू, बजजट की समस्या, संटिमेंट पोजटेव सकारात्मक, रिस्क लेवल ख्लो खम.",hi,0,36.4
